City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Namtsy,RU,62.7161,129.6658,3.96,99,100,3.89,overcast clouds
348,Zhanaozen,KZ,43.3,52.8,43.77,88,100,9.89,overcast clouds
349,Labuhan,ID,-6.8844,112.2051,77.86,89,97,6.53,overcast clouds
350,Saint-Joseph,RE,-21.3667,55.6167,77.38,86,89,8.88,overcast clouds
351,Paragominas,BR,-2.9667,-47.4833,82.42,85,95,4.72,moderate rain
352,Tual,ID,-5.6667,132.75,79.9,79,100,13.15,moderate rain
353,Taltal,CL,-25.4,-70.4833,71.51,64,10,8.88,clear sky
354,Baykit,RU,61.67,96.37,8.06,94,100,5.95,overcast clouds
355,Neiafu,TO,-18.65,-173.9833,75.88,100,40,0.0,scattered clouds
356,Port Macquarie,AU,-31.4333,152.9167,66.09,100,75,0.0,broken clouds
357,Krynychky,UA,48.3755,34.467,32.92,46,73,16.28,broken clouds
358,Pendleton,US,45.6721,-118.7886,60.94,63,0,4.61,clear sky
359,Chabua,IN,27.4825,95.1736,70.79,62,0,4.81,clear sky
360,Sao Joao Da Barra,BR,-21.6403,-41.0511,89.69,76,2,13.2,clear sky
361,Bastia,FR,42.6667,9.3333,58.8,55,0,2.3,clear sky
362,Bolshoye Murashkino,RU,55.7826,44.7754,22.91,89,100,16.37,overcast clouds
363,Ngunguru,NZ,-35.6167,174.5,60.84,81,61,5.1,broken clouds
364,Kelvington,CA,52.1667,-103.5343,12.49,78,98,13.73,overcast clouds
365,Tuatapere,NZ,-46.1333,167.6833,50.54,94,9,2.75,clear sky
366,Saint-Gabriel,CA,46.3001,-73.3824,30.42,78,100,9.24,overcast clouds
367,Lata,PT,40.1629,-8.3327,67.82,54,87,8.46,overcast clouds
368,Meadow Lake,US,34.8014,-106.5436,75.49,13,95,5.5,overcast clouds
369,Abalak,RU,58.1286,68.5944,13.6,94,64,9.19,broken clouds
370,Karachi,PK,24.9056,67.0822,80.42,44,2,6.91,clear sky
371,Tigil,RU,57.8,158.6667,19.98,81,100,13.98,overcast clouds
372,Saldanha,ZA,-33.0117,17.9442,68.05,76,31,5.06,scattered clouds
373,Kahului,US,20.8947,-156.47,74.97,56,0,0.0,clear sky
374,Usinsk,RU,65.9939,57.5281,22.68,96,100,9.08,snow
375,Serdobsk,RU,52.4586,44.2169,24.04,87,99,14.56,overcast clouds
376,Kavaratti,IN,10.5669,72.642,83.12,70,0,5.84,clear sky
377,Amapa,BR,1.0,-52.0,75.09,98,100,4.27,overcast clouds
378,Soe,ID,-9.8607,124.284,64.74,92,92,2.86,overcast clouds
379,Dzaoudzi,YT,-12.7887,45.2699,78.69,89,0,3.44,clear sky
380,Raudeberg,NO,61.9875,5.1352,46.87,86,88,24.25,overcast clouds
381,Srednekolymsk,RU,67.45,153.6833,-11.76,100,95,4.21,overcast clouds
382,Lebu,CL,-37.6167,-73.65,61.12,66,49,9.93,scattered clouds
383,Ketchikan,US,55.3422,-131.6461,45.07,70,20,10.36,few clouds
384,Jinchang,CN,38.4953,102.1739,47.37,23,53,6.35,broken clouds
385,Torbay,CA,47.6666,-52.7314,43.29,90,100,17.27,light rain
386,Abilene,US,32.4487,-99.7331,88.09,9,0,24.16,clear sky
387,Kloulklubed,PW,7.0419,134.2556,79.3,80,99,17.16,overcast clouds
388,Ilo,PE,-17.6394,-71.3375,73.0,70,25,9.35,scattered clouds
389,Mabamba,TZ,-3.5983,30.5019,67.05,84,70,1.72,broken clouds
390,Kaiyuan,CN,23.6977,103.3037,56.41,87,98,3.38,overcast clouds
391,Katghora,IN,22.5,82.55,72.88,12,98,4.18,overcast clouds
392,Tabuk,PH,17.4189,121.4443,73.8,88,52,2.77,broken clouds
393,Roald,NO,62.5833,6.1333,49.33,76,75,29.93,broken clouds
394,Paamiut,GL,61.994,-49.6678,30.78,72,97,2.82,overcast clouds
395,Parrita,CR,9.5201,-84.3225,86.36,60,87,7.74,overcast clouds
396,Karasjok,NO,69.4719,25.5112,3.76,97,32,4.09,scattered clouds
397,Buraydah,SA,26.326,43.975,64.85,23,0,8.79,clear sky
398,San Quintin,MX,30.4833,-115.95,65.01,63,35,7.67,scattered clouds
399,Freeport,US,40.6576,-73.5832,47.97,46,100,18.41,overcast clouds
400,Coroata,BR,-4.13,-44.1242,83.79,84,95,3.15,overcast clouds
401,Sheregesh,RU,52.9209,87.9869,20.34,89,100,4.27,overcast clouds
402,Kolondieba,ML,11.0882,-6.8926,99.39,22,79,5.95,broken clouds
403,Santa Rosa,PH,14.3122,121.1114,82.09,76,33,6.51,scattered clouds
404,Pansemal,IN,21.65,74.7,91.83,16,3,11.01,clear sky
405,Alofi,NU,-19.0595,-169.9187,78.69,89,99,10.36,overcast clouds
406,Coahuayana,MX,18.7333,-103.6833,91.22,20,60,6.33,broken clouds
407,Balkanabat,TM,39.5108,54.3671,53.24,49,30,2.3,scattered clouds
408,San Pedro,PH,14.35,121.0167,81.32,77,20,2.3,few clouds
409,Gat,IL,31.61,34.7642,57.88,100,1,5.06,clear sky
410,Fairbanks,US,64.8378,-147.7164,30.24,82,0,0.0,clear sky
411,Brae,GB,60.3964,-1.353,48.15,84,28,17.34,scattered clouds
412,Devils Lake,US,48.1128,-98.8651,17.94,50,100,9.22,overcast clouds
413,Samarai,PG,-10.6167,150.6667,81.39,79,91,6.26,overcast clouds
414,Aripuana,BR,-9.1667,-60.6333,81.77,89,91,1.41,overcast clouds
415,Fortuna,US,40.5982,-124.1573,54.93,93,40,9.22,scattered clouds
416,Papagaios,BR,-19.4492,-44.7478,81.9,61,29,3.49,scattered clouds
417,Iberia,US,29.9502,-91.7507,80.06,57,20,11.5,few clouds
418,Moerai,PF,-22.4333,-151.3333,79.97,75,87,9.55,overcast clouds
419,Dabhol,IN,17.6,73.1667,76.39,85,36,2.53,scattered clouds
420,Bosaso,SO,11.2842,49.1816,77.56,65,5,1.19,clear sky
421,Severo-Kurilsk,RU,50.6789,156.125,32.61,90,98,13.69,overcast clouds
422,Muscat,OM,23.6139,58.5922,82.42,41,0,8.16,clear sky
423,Majene,ID,-3.5403,118.9707,78.28,82,99,3.51,overcast clouds
424,Humaita,BR,-7.5061,-63.0208,80.35,82,100,1.45,overcast clouds
425,Maniitsoq,GL,65.4167,-52.9,29.7,74,20,4.14,few clouds
426,Misratah,LY,32.3754,15.0925,66.69,53,100,25.26,overcast clouds
427,Mushabani,IN,22.5167,86.45,78.19,64,85,3.15,overcast clouds
428,Nizhniy Kuranakh,RU,58.8353,125.4869,10.9,92,91,3.24,overcast clouds
429,Rudnyy,KZ,52.9594,63.1206,15.8,92,14,10.22,few clouds
430,Kikwit,CD,-5.041,18.8162,78.58,77,80,2.68,broken clouds
431,Vanimo,PG,-2.6741,141.3028,77.43,84,97,5.79,overcast clouds
432,Port Lincoln,AU,-34.7333,135.8667,64.51,74,100,7.72,overcast clouds
433,Sri Aman,MY,1.2376,111.4621,73.45,94,100,2.3,overcast clouds
434,Ravar,IR,31.2656,56.8055,59.76,13,0,0.6,clear sky
435,San Cristobal,VE,7.7669,-72.225,75.38,58,99,6.38,overcast clouds
436,Smithers,CA,54.7804,-127.1743,34.12,86,100,2.3,overcast clouds
437,Sorong,ID,-0.8833,131.25,80.26,81,96,1.59,overcast clouds
438,Visnes,NO,59.3556,5.2242,44.98,93,0,8.05,clear sky
439,Cassilandia,BR,-19.1133,-51.7342,86.25,56,98,3.69,overcast clouds
440,Alyangula,AU,-13.8483,136.4192,80.65,78,100,5.75,overcast clouds
441,Lisakovsk,KZ,52.5369,62.4936,17.53,92,11,10.85,few clouds
442,Alexandria,EG,31.2156,29.9553,58.3,63,0,10.4,clear sky
443,Macenta,GN,8.5435,-9.471,71.47,92,93,3.76,moderate rain
444,Mogzon,RU,51.7435,111.9606,4.64,99,48,2.51,scattered clouds
445,Buriti Bravo,BR,-5.8372,-43.8336,82.13,82,67,5.37,broken clouds
446,Sulina,RO,45.1559,29.6536,45.57,41,51,6.26,broken clouds
447,Cuamba,MZ,-14.8031,36.5372,71.28,95,100,3.36,moderate rain
448,Etchoropo,MX,26.7667,-109.6667,79.02,25,64,9.13,broken clouds
449,Constitucion,CL,-35.3333,-72.4167,67.42,57,52,16.28,broken clouds
450,Conceicao Do Araguaia,BR,-8.2578,-49.2647,85.71,69,99,4.72,overcast clouds
451,Tawau,MY,4.2498,117.8871,75.33,86,83,2.98,broken clouds
452,Viransehir,TR,37.2353,39.7631,41.59,77,27,4.85,scattered clouds
453,Ust-Kuyga,RU,70.0167,135.6,-11.58,100,100,6.33,overcast clouds
454,Haines Junction,CA,60.7522,-137.5108,21.15,58,76,3.44,broken clouds
455,Clyde River,CA,70.4692,-68.5914,-1.97,78,100,8.05,overcast clouds
456,Port-Gentil,GA,-0.7193,8.7815,82.36,89,75,10.36,broken clouds
457,La Tuque,CA,47.4334,-72.7824,25.05,68,100,11.5,overcast clouds
458,Resistencia,AR,-27.4606,-58.9839,90.09,43,20,3.44,few clouds
459,Hambantota,LK,6.1241,81.1185,77.34,100,0,4.61,clear sky
460,Bubaque,GW,11.2833,-15.8333,76.89,67,77,19.08,broken clouds
461,Inuvik,CA,68.3499,-133.7218,2.26,51,0,5.75,clear sky
462,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,81.3,75,100,3.11,overcast clouds
463,Sao Felix Do Xingu,BR,-6.6447,-51.995,83.28,83,100,3.04,overcast clouds
464,Burnie,AU,-41.0667,145.9167,59.94,98,98,7.63,moderate rain
465,Tilichiki,RU,60.4667,166.1,-2.43,95,69,8.75,broken clouds
466,Severnoye,RU,56.3491,78.3619,8.6,95,74,6.24,broken clouds
467,Dedougou,BF,12.4667,-3.4667,101.03,8,72,9.95,broken clouds
468,Zhezkazgan,KZ,47.8043,67.7144,22.64,95,80,5.82,broken clouds
469,Yulara,AU,-25.2406,130.9889,67.84,22,39,6.91,scattered clouds
470,Zuenoula,CI,7.4292,-6.0431,93.06,38,78,6.67,broken clouds
471,Bandarbeyla,SO,9.4942,50.8122,78.93,72,2,15.21,clear sky
472,Balikpapan,ID,-1.2675,116.8289,76.19,94,20,0.0,few clouds
473,Margate,GB,51.3813,1.3862,46.69,84,4,5.01,clear sky
474,Rio Grande,BR,-32.035,-52.0986,84.31,49,7,5.97,clear sky
475,Bilma,NE,18.6853,12.9164,80.62,7,13,6.67,few clouds
476,Sao Filipe,CV,14.8961,-24.4956,71.04,73,82,12.06,broken clouds
477,Chiang Klang,TH,19.2938,100.8617,78.66,50,22,1.28,few clouds
478,Polson,US,47.6936,-114.1632,55.49,63,96,1.95,overcast clouds
479,Hede,CN,33.7681,120.2517,43.5,69,100,6.17,overcast clouds
480,Grindavik,IS,63.8424,-22.4338,39.67,93,100,18.41,overcast clouds
481,Tessalit,ML,20.1986,1.0114,93.74,8,72,8.34,broken clouds
482,Erenhot,CN,43.6475,111.9767,37.74,29,56,15.97,broken clouds
483,Trimbak,IN,19.9333,73.55,78.66,43,62,0.31,broken clouds
484,Lebanon,US,36.2081,-86.2911,51.84,40,0,8.05,clear sky
485,Christchurch,NZ,-43.5333,172.6333,57.94,87,1,3.44,clear sky
486,Baculin,PH,7.4525,126.5842,75.7,89,97,3.89,overcast clouds
487,Krasnoyarskiy,RU,51.965,59.8967,25.66,93,13,14.41,few clouds
488,Naryan-Mar,RU,67.6713,53.087,8.11,93,100,18.86,light snow
489,Benguela,AO,-12.5763,13.4055,77.88,83,97,6.02,light rain
490,Jumla,NP,29.2747,82.1838,48.02,49,2,2.57,clear sky
491,Bloomington,US,44.8408,-93.2983,28.33,35,0,9.22,clear sky
492,Saint-Pierre,RE,-21.3393,55.4781,78.48,83,0,3.44,clear sky
493,Mpika,ZM,-11.8343,31.4529,64.42,96,78,3.2,broken clouds
494,Mayo,US,38.8876,-76.5119,45.25,48,100,17.27,overcast clouds
495,Buala,SB,-8.145,159.5921,79.32,84,100,4.56,light rain
496,Pemberton,CA,50.3164,-122.8027,44.29,100,100,2.13,overcast clouds
497,Pokhara,NP,28.2333,83.9833,68.14,22,0,7.61,clear sky
498,Poso,ID,-1.3959,120.7524,77.97,80,100,4.54,light rain
499,Kisangani,CD,0.5167,25.2,76.68,73,85,3.67,overcast clouds
500,Freetown,SL,8.484,-13.2299,83.91,70,78,8.05,haze
501,Xichang,CN,27.8964,102.2634,48.34,87,23,2.84,few clouds
502,Manado,ID,1.487,124.8455,75.97,100,20,0.0,few clouds
503,Puerto Baquerizo Moreno,EC,-0.9,-89.6,81.59,78,75,9.22,broken clouds
504,Kampot,KH,10.6167,104.1833,80.65,82,36,2.53,scattered clouds
505,Tukums,LV,56.9669,23.1553,34.95,65,100,11.23,overcast clouds
506,Inhambane,MZ,-23.865,35.3833,75.18,94,40,3.44,scattered clouds
507,Taybad,IR,34.74,60.7756,52.48,47,0,8.61,clear sky
508,Dicabisagan,PH,17.0818,122.4157,77.11,87,14,1.1,few clouds
509,Conde,BR,-7.2597,-34.9075,81.86,89,40,12.66,scattered clouds
510,Neon Karlovasion,GR,37.7903,26.7044,57.9,59,6,5.3,clear sky
511,Granada,ES,37.25,-3.25,55.35,65,65,4.29,broken clouds
512,Mbekenyera,TZ,-10.0,38.9833,72.72,95,17,3.83,few clouds
513,Kayankulam,IN,9.1833,76.5,79.97,80,20,1.92,few clouds
514,Hobyo,SO,5.3505,48.5268,81.01,62,84,14.99,broken clouds
515,Atar,MR,20.5169,-13.0499,91.67,9,59,15.19,broken clouds
516,Fort Nelson,CA,58.8053,-122.7002,20.79,63,75,3.44,broken clouds
517,Peleduy,RU,59.6289,112.7406,14.2,93,88,8.3,overcast clouds
518,Callaguip,PH,18.0714,120.4867,80.62,89,20,2.3,few clouds
519,Dalgopol,BG,43.05,27.35,44.98,53,24,4.97,few clouds
520,Tsurugi,JP,36.45,136.6333,47.25,69,81,8.7,broken clouds
521,Azuaga,ES,38.2667,-5.6833,58.96,62,91,5.3,overcast clouds
522,Shenjiamen,CN,29.9576,122.298,50.85,87,100,11.81,overcast clouds
523,Bejar,ES,40.3864,-5.7634,52.57,71,100,3.74,overcast clouds
524,Tambura,SS,5.6,27.4667,80.71,16,55,4.47,broken clouds
525,Pallapatti,IN,11.6593,78.1342,81.43,63,34,4.09,scattered clouds
526,Tripoli,LY,32.8752,13.1875,66.29,59,100,10.47,overcast clouds
527,Ladson,US,32.9857,-80.1098,69.85,20,0,18.41,clear sky
528,Babu,CN,24.4167,111.5167,53.53,89,93,4.81,overcast clouds
529,Broome,US,42.2506,-75.833,33.39,72,100,17.27,overcast clouds
530,Manaus,BR,-3.1019,-60.025,86.49,74,75,4.61,moderate rain
531,Rotifunk,SL,8.2333,-12.6833,84.9,59,75,9.01,broken clouds
532,Seoul,KR,37.5683,126.9778,36.84,62,0,2.3,clear sky
533,Fiche,ET,9.8,38.7333,56.39,46,57,7.67,broken clouds
534,Bulgan,MN,48.8125,103.5347,32.45,33,100,2.55,overcast clouds
535,Huangchuan,CN,32.1272,115.0394,48.56,83,75,9.06,broken clouds
536,Elban,RU,50.1018,136.5094,16.23,91,100,2.93,overcast clouds
537,Tocache,PE,-8.1842,-76.5125,84.33,65,100,1.7,overcast clouds
538,Nhulunbuy,AU,-12.2333,136.7667,77.61,100,75,1.14,broken clouds
539,Yumaguzino,RU,52.9041,56.3933,34.79,94,100,18.52,light snow
540,Tabou,CI,4.423,-7.3528,82.62,76,90,7.4,overcast clouds
541,Shitkino,RU,56.3703,98.3543,6.58,98,53,4.61,broken clouds
542,Doba,TD,8.65,16.85,88.77,10,52,4.85,broken clouds
543,Krasnaya Gorbatka,RU,55.8703,41.7641,23.0,82,100,15.08,overcast clouds
544,Kars,TR,40.602,43.095,23.45,74,40,5.75,scattered clouds
545,Whitehorse,CA,60.7161,-135.0538,27.81,58,75,3.44,broken clouds
546,Takoradi,GH,4.8845,-1.7554,82.9,77,30,10.51,scattered clouds
547,Vestmannaeyjar,IS,63.4427,-20.2734,47.39,93,100,8.05,fog
548,Surt,LY,31.2089,16.5887,72.66,21,48,20.51,scattered clouds
549,Batsfjord,NO,70.6345,29.7185,21.13,76,89,6.76,light snow
550,Namibe,AO,-15.1961,12.1522,74.1,69,97,17.11,overcast clouds
551,Poum,NC,-20.2333,164.0167,80.24,75,60,14.52,broken clouds
552,Antalaha,MG,-14.9003,50.2788,76.96,88,19,3.6,few clouds
553,Bac Lieu,VN,9.285,105.7244,82.87,71,30,4.03,scattered clouds
554,Belaya Gora,RU,68.5333,146.4167,-17.82,100,65,5.44,broken clouds
555,Latung,PH,5.5,120.8833,81.54,73,99,3.15,overcast clouds
556,Tymovskoye,RU,50.8456,142.655,20.19,92,100,12.3,light snow
557,Borogontsy,RU,62.6683,131.1683,1.02,99,100,5.48,overcast clouds
558,Thaba-Tseka,LS,-29.522,28.6084,53.15,54,11,5.17,few clouds
559,Te Anau,NZ,-45.4167,167.7167,50.99,91,13,1.03,few clouds
560,Kuryk,KZ,43.2,51.65,45.46,93,87,8.9,overcast clouds
561,Vilyuysk,RU,63.7553,121.6247,6.87,99,100,1.34,overcast clouds
562,Bonthe,SL,7.5264,-12.505,83.21,69,63,10.63,broken clouds
563,Valleyview,CA,55.0667,-117.2859,30.24,80,97,2.3,overcast clouds
564,Cartagena,CO,10.3997,-75.5144,87.42,66,40,20.71,scattered clouds
565,Ayacucho,PE,-13.1583,-74.2239,69.66,52,75,2.3,broken clouds
566,Katangli,RU,51.7102,143.2326,19.83,90,100,27.63,light snow
567,Port Hedland,AU,-20.3167,118.5667,82.45,78,100,5.75,overcast clouds
568,Lakhdenpokhya,RU,61.5198,30.1992,20.64,86,91,3.71,overcast clouds
569,Solnechnyy,RU,50.7214,136.6319,16.23,81,100,9.37,overcast clouds
570,Vernon,CA,50.2581,-119.2691,53.24,73,100,0.78,overcast clouds
571,Sept-Iles,CA,50.2001,-66.3821,36.05,89,100,2.3,mist
572,Walvis Bay,NA,-22.9575,14.5053,63.09,82,18,6.87,few clouds
573,Mangrol,IN,21.1167,70.1167,78.85,73,5,12.08,clear sky
574,Port Augusta,AU,-32.5,137.7667,68.59,51,81,7.36,broken clouds
575,San Ramon,US,37.7799,-121.978,64.26,65,0,8.05,clear sky
576,Khuzhir,RU,53.1939,107.3397,13.89,80,33,6.22,scattered clouds
577,Sechura,PE,-5.5569,-80.8222,83.71,53,100,9.53,overcast clouds
578,Vao,NC,-22.6667,167.4833,76.44,71,76,17.69,broken clouds
579,Mehriz,IR,31.5917,54.4318,54.1,11,0,2.46,clear sky
580,Nerchinskiy Zavod,RU,51.3088,119.61,18.03,82,71,5.84,broken clouds
581,Akdepe,TM,42.0551,59.3788,46.49,48,47,5.77,scattered clouds
582,Wageningen,NL,51.9667,5.6667,57.94,62,0,4.61,clear sky
583,Saint Paul,US,44.9444,-93.0933,28.78,33,0,11.5,clear sky
584,Port Hardy,CA,50.6996,-127.4199,46.58,93,100,6.91,light rain
585,Glen Allen,US,37.666,-77.5064,53.02,36,75,11.5,broken clouds
586,Muisne,EC,0.6,-80.0333,82.51,70,87,5.79,light rain
587,Mazagao,BR,-0.115,-51.2894,78.85,92,100,5.3,heavy intensity rain
588,Oranjemund,NA,-28.55,16.4333,64.92,66,0,2.44,clear sky
589,Coihaique,CL,-45.5752,-72.0662,49.95,81,100,10.36,light rain
590,Marovoay,MG,-16.1,46.6333,78.31,91,94,4.45,light rain
591,Redlands,US,34.0556,-117.1825,75.54,46,40,0.0,haze
592,Merrill,US,45.1805,-89.6835,24.57,38,0,12.66,clear sky
593,Villazon,BO,-22.0866,-65.5942,65.55,16,0,3.98,clear sky
594,Lavrentiya,RU,65.5833,-171.0,8.47,82,100,4.29,overcast clouds
595,La Paz,BO,-16.5,-68.15,60.78,54,75,10.36,broken clouds
596,Carroll,US,39.5501,-77.0164,41.31,43,100,19.57,overcast clouds
597,Grand Gaube,MU,-20.0064,57.6608,79.2,84,18,1.99,few clouds
598,Gandiaye,SN,14.2333,-16.2667,98.47,15,75,11.03,broken clouds
599,Strelka,RU,58.0728,93.0344,1.15,100,73,2.3,broken clouds
600,Lucapa,AO,-8.4192,20.7447,71.85,86,99,3.74,overcast clouds
601,Zhigansk,RU,66.7697,123.3711,-6.57,100,98,2.37,overcast clouds
602,Pasighat,IN,28.0667,95.3333,69.71,67,0,3.85,clear sky
603,Wajir,KE,1.7471,40.0573,89.56,51,75,0.0,broken clouds
604,Rangia,IN,26.4667,91.6333,76.95,33,2,2.3,clear sky
605,Boddam,GB,57.4667,-1.7833,51.44,84,7,0.85,clear sky
606,Ergani,TR,38.2653,39.7621,33.33,77,2,5.28,clear sky
607,Kawalu,ID,-7.3817,108.2082,73.38,95,99,3.06,overcast clouds
608,Liverpool,GB,53.4106,-2.9779,59.65,72,75,6.91,broken clouds
609,Opuwo,NA,-18.0607,13.84,74.91,32,9,2.35,clear sky
610,Rapar,IN,23.5667,70.6333,85.14,27,3,14.76,clear sky
611,Pisco,PE,-13.7,-76.2167,77.05,57,0,5.75,clear sky
612,Ilebo,CD,-4.3167,20.5833,79.75,68,98,0.81,overcast clouds
613,Tubuala,PA,9.5167,-79.0333,79.79,81,63,11.48,broken clouds
614,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,88.47,31,0,4.45,clear sky
615,Kieta,PG,-6.2167,155.6333,78.91,83,100,1.68,overcast clouds
616,Berezhany,UA,49.45,24.9333,36.95,45,49,6.04,scattered clouds
617,Longavi,CL,-35.9667,-71.6833,79.02,20,29,9.86,scattered clouds
618,Esik,KZ,43.3552,77.4525,38.62,82,99,5.66,overcast clouds
619,Kaberamaido,UG,1.7389,33.1594,73.15,76,96,2.06,light rain
620,Verkhnevilyuysk,RU,63.4453,120.3167,13.6,99,99,2.84,overcast clouds
621,Saint Anthony,US,45.0205,-93.218,28.15,33,0,11.5,clear sky
622,Ukiah,US,39.1502,-123.2078,61.38,74,0,10.36,clear sky
623,Zyryanovsk,KZ,49.7386,84.2719,33.76,99,100,5.1,light snow
624,Alice Springs,AU,-23.7,133.8833,69.22,32,0,0.0,clear sky
625,Bone,DE,51.9669,12.1396,54.86,65,18,3.76,few clouds
626,Springbok,ZA,-29.6643,17.8865,73.0,24,0,4.97,clear sky
627,Ismailia,EG,30.6043,32.2723,59.23,57,0,10.83,clear sky
628,Iralaya,HN,15.0,-83.2333,83.5,57,26,11.39,scattered clouds
629,Coos Bay,US,43.3665,-124.2179,56.98,91,100,3.44,overcast clouds
630,Poya,NC,-21.35,165.15,73.99,86,62,4.0,broken clouds
631,Trairi,BR,-3.2778,-39.2689,83.5,75,100,10.63,overcast clouds
632,Elizabeth City,US,36.2946,-76.2511,56.01,45,75,17.27,broken clouds
633,San Ignacio,BZ,17.1561,-89.0714,80.74,57,0,6.91,clear sky
634,Kununurra,AU,-15.7667,128.7333,75.18,94,98,1.14,overcast clouds
635,West Bay,KY,19.3667,-81.4167,82.47,69,75,16.11,broken clouds
636,Shar,KZ,49.5886,81.0453,33.26,91,100,17.29,snow
637,Yining,CN,29.0361,114.5636,51.4,93,100,1.88,overcast clouds
638,Indiaroba,BR,-11.5192,-37.5117,83.37,69,84,7.61,broken clouds
639,Bocicoiu Mare,RO,47.9667,24.0,39.79,54,11,2.39,few clouds
640,Kakonko,TZ,-3.2828,30.9642,65.39,90,99,2.71,overcast clouds
641,Necochea,AR,-38.5473,-58.7368,67.53,59,0,18.07,clear sky
642,Tongren,CN,27.7172,109.1853,50.76,89,11,1.03,few clouds
643,Lakatoro,VU,-16.0999,167.4164,79.02,86,93,4.43,overcast clouds
644,Molodizhne,UA,48.1773,32.6601,33.64,42,76,12.68,broken clouds
645,Burhar,IN,23.2167,81.5333,72.61,12,76,3.36,broken clouds
646,San Martin,AR,-33.081,-68.4681,82.94,16,0,9.01,clear sky
647,Kaka,TM,37.3482,59.6143,52.93,43,0,6.89,clear sky
648,Sabha,LY,27.0377,14.4283,70.81,8,0,11.88,clear sky
649,Palmerston,AU,-12.486,130.9833,76.98,94,100,1.14,overcast clouds
650,Taitung,TW,22.7583,121.1444,69.87,87,93,10.65,overcast clouds
651,Mapiripan,CO,2.8892,-72.1256,82.63,78,92,7.2,light rain
652,Bergen,NO,60.392,5.328,47.08,93,75,6.91,broken clouds
653,Quesnel,CA,52.9999,-122.5029,36.1,93,100,8.05,light rain
654,Gualaquiza,EC,-3.4,-78.55,73.4,84,100,2.8,light rain
655,Jackson,US,42.4165,-122.8345,57.04,71,0,3.44,clear sky
656,Daru,PG,-9.0763,143.2092,76.6,91,100,2.62,overcast clouds
657,Zhob,PK,31.3411,69.4481,69.1,18,0,4.07,clear sky
658,Sovetskaya Gavan,RU,48.9723,140.2878,26.69,70,100,15.01,overcast clouds
659,Kabala,SL,9.5833,-11.55,90.16,37,100,8.99,overcast clouds
660,Teknaf,BD,20.8624,92.3058,77.31,89,15,0.43,few clouds
661,Elkhart,US,41.5823,-85.8344,30.38,62,100,18.41,overcast clouds
662,Turukhansk,RU,65.8167,87.9833,-11.78,100,100,4.0,overcast clouds
663,Malanville,BJ,11.8685,3.3899,92.7,9,5,8.66,clear sky
664,Dunedin,NZ,-45.8742,170.5036,59.81,91,0,8.01,clear sky
665,Yabelo,ET,4.8833,38.0833,67.12,54,39,5.37,scattered clouds
666,Morondava,MG,-20.2833,44.2833,81.52,79,26,8.81,scattered clouds
667,Lichuan,CN,30.3,108.85,43.52,90,12,2.98,few clouds
668,Tautira,PF,-17.7333,-149.15,81.48,75,63,15.03,light rain
669,La Ronge,CA,55.1001,-105.2842,17.82,32,100,14.97,overcast clouds
670,Mareeba,AU,-17.0,145.4333,70.52,97,100,2.24,overcast clouds
671,Martil,MA,35.6166,-5.2752,60.76,77,75,18.41,broken clouds
672,Naze,JP,28.3667,129.4833,59.92,63,98,12.53,overcast clouds
673,Hirara,JP,24.8,125.2833,68.74,81,100,21.56,overcast clouds
674,Flin Flon,CA,54.7682,-101.865,12.04,31,75,8.05,broken clouds
675,Nybro,SE,56.7446,15.9071,49.01,74,64,9.28,broken clouds
676,Altay,CN,47.8667,88.1167,30.67,97,99,0.54,snow
677,Victor Harbor,AU,-35.5667,138.6167,62.01,75,21,5.12,few clouds
678,Elva,EE,58.2225,26.4211,30.83,43,100,5.75,overcast clouds
679,Bonavista,CA,48.6499,-53.1147,31.77,91,100,13.76,light snow
680,Ciocile,RO,44.8167,27.2333,48.22,28,71,12.15,broken clouds
681,Chimbote,PE,-9.0853,-78.5783,76.57,66,87,10.8,overcast clouds
682,Providencia,MX,28.7167,-111.5833,86.2,15,100,8.43,overcast clouds
683,Qixingtai,CN,30.4135,111.8874,53.1,79,0,2.01,clear sky
684,Sobolevo,RU,54.4299,31.8996,23.95,63,94,13.13,overcast clouds
685,Monrovia,LR,6.3005,-10.7969,83.97,82,100,10.54,overcast clouds
686,Manitouwadge,CA,49.1215,-85.8403,8.67,58,100,12.95,overcast clouds
687,San Joaquin,US,37.9333,-121.3011,69.51,53,0,3.44,clear sky
688,Okha,RU,53.5739,142.9478,14.86,87,100,21.18,overcast clouds
689,Hofn,IS,64.2539,-15.2082,35.17,71,100,12.26,overcast clouds
690,Northam,GB,51.0333,-4.2167,56.61,73,0,7.25,clear sky
691,Lubango,AO,-14.9172,13.4925,63.19,62,100,2.55,overcast clouds
692,Quatre Cocos,MU,-20.2078,57.7625,78.91,75,5,8.43,clear sky
693,Marawi,PH,7.9986,124.2928,67.35,93,64,2.17,broken clouds
694,Atambua,ID,-9.1061,124.8925,73.2,89,90,1.59,overcast clouds
695,Xining,CN,36.6167,101.7667,38.98,31,11,0.54,few clouds
696,Ibra,OM,22.6906,58.5334,80.19,27,2,5.77,clear sky
697,Sulangan,PH,11.1373,123.7228,80.49,82,80,11.16,broken clouds
